content_id,client_id,impressions_90d,clicks_90d,avg_position,days_since_last_update,content_type,y_proba,y_true,reason_code,action
content_761859531bb8,client_4e07408562,1571,0,16.0,7,keyword article,0.8340621141428691,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_2d08ccac3f63,client_f369cb89fc,19035,13,2.2,20,keyword article,0.8337301478275536,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_800619815f32,client_8527a891e2,658,1,8.4,104,keyword article,0.833628517251057,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_4c40e33aa12d,client_f369cb89fc,1098,1,11.4,20,keyword article,0.8335340798701002,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_95d32ff9e7ae,client_4e07408562,836,2,6.8,104,keyword article,0.8330556682225063,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_8179b32b194b,client_4e07408562,1211,0,37.3,104,keyword article,0.8330415186024432,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_0be51c9e6cbd,client_f369cb89fc,4205,2,0.7,8,keyword article,0.8330274096652092,1,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5983f14e4266,client_4e07408562,977,1,19.0,104,keyword article,0.8329289567289725,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_1956a8699d64,client_f369cb89fc,1606,0,25.9,8,keyword article,0.8329239339906449,0,MODEL_DECLINE_RISK,Prioritize for refresh review
content_5cbcdc58b3d4,client_4e07408562,569,0,14.9,7,keyword article,0.8324977299361297,0,MODEL_DECLINE_RISK,Prioritize for refresh review
